,0__sum_values,0__median,0__mean,0__length,0__standard_deviation,0__variance,0__maximum,0__minimum,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Defects
28,2766.8385,1.0,184.45589999999999,15.0,435.62347485825575,189767.81184758135,1302.0,-0.1045,1281,1302,4332564,4332815,3214,92,253,368381,33,140,1373,0,1,40,0.1034,0.3902,0.0837,0.0153,0.2283,0.9921,1.0,3.5071,1.3222,2.3997,0.9163,-0.1045,1.0,4
29,294.96549999999996,1.0,19.664366666666663,15.0,35.05723645027118,1229.0098275302223,124.0,-0.2537,49,62,4822354,4822392,386,15,38,36875,51,124,1373,0,1,40,0.0714,0.2186,0.3421,0.0095,0.8667,1.0,1.0,2.5866,1.1139,1.5798,0.6579,-0.2537,0.7822,4
30,1906.6684999999998,0.8451,127.11123333333332,15.0,279.80305309487636,78289.7485212142,837.0,-0.1093,830,837,1874382,1874415,182,9,33,20751,99,132,1373,0,1,40,0.7808,0.2121,0.2121,0.0051,0.7778,1.0,1.0,2.2601,0.8451,1.5185,0.7879,-0.1093,0.3834,4
31,376.49920000000003,1.0,25.099946666666668,15.0,42.814387864032604,1833.0718081718226,125.0,-0.2767,91,104,2378173,2378236,527,19,63,48793,47,125,1387,0,1,40,0.1312,0.3565,0.2063,0.0094,0.6842,1.0,1.0,2.7218,1.1139,1.7993,0.7936,-0.2767,0.9691,4
32,535.6084000000001,0.8451,35.70722666666667,15.0,60.87732306046827,3706.048463008622,168.0,-0.1752,161,168,2891780,2891804,158,9,24,16680,80,119,1387,0,1,40,0.2322,0.0595,0.2917,0.005,0.7778,1.0,1.0,2.1987,0.8451,1.3802,0.7083,-0.1752,0.2901,4
33,2855.2685,1.0,190.35123333333334,15.0,449.262843482093,201837.1025336156,1338.0,-0.2785,1328,1338,2691161,2691189,214,10,28,19762,70,111,1387,0,1,50,0.0707,0.2357,0.3571,0.0072,1.0,1.0,1.0,2.3304,1.0,1.4472,0.6429,-0.2785,0.46299999999999997,4
34,2668.951,1.0,177.93006666666668,15.0,426.42654012491397,181839.59412290485,1274.0,-0.4588,1251,1274,3874199,3874261,994,29,62,68851,15,119,1387,0,1,50,0.1629,0.3029,0.371,0.0166,0.7931,1.0,1.0,2.9974,1.3617,1.7924,0.629,-0.4588,0.9994,4
35,1669.8112999999998,1.0,111.32075333333333,15.0,248.40793936374328,61706.504338941166,745.0,-0.2367,733,745,3957796,3957839,367,16,43,35856,55,127,1387,0,1,50,0.9257,0.2888,0.2791,0.0087,0.75,1.0,1.0,2.5647,1.0792,1.6335,0.7209,-0.2367,0.8061,4
36,224.85909999999998,1.0,14.990606666666666,15.0,32.672227894007406,1067.4744755579554,125.0,-0.2015,12,24,304433,304472,320,15,39,32705,55,125,1353,0,1,70,0.0177,0.3162,0.3077,0.0089,0.8,1.0,1.0,2.5052,1.0792,1.5911,0.6923,-0.2015,0.7512,4
37,555.2495,0.9861,37.01663333333333,15.0,62.951085463860124,3962.839161078222,172.0,-0.1046,162,172,505964,506035,378,34,72,43323,77,135,1353,0,1,70,0.2395,0.4676,0.1408,0.0074,0.2941,0.9861,1.0,2.5775,1.0,1.8513,0.8591,-0.1046,0.9381,4
38,191.25739999999996,0.7917,12.750493333333331,15.0,29.44188314533038,866.8244831432891,100.0,-0.3522,0,10,1701480,1701528,210,36,48,17413,73,100,1333,0,1,40,0.0,0.5625,0.2083,0.0075,0.2778,1.0,1.0,2.3222,1.0,1.6812,0.7917,-0.3522,0.7659,4
39,3458.8385,1.0,230.5892333333333,15.0,547.289473684981,299525.7680063835,1629.0,-0.184,1617,1629,183688,183711,201,22,23,20993,79,126,1633,0,1,250,0.0049,0.2717,0.5217,0.0074,0.5454,1.0,1.0,2.3032,1.0792,1.3617,0.4783,-0.184,0.4564,4
40,2545.2472000000002,1.0,169.6831466666667,15.0,389.1015363690371,151400.0056047451,1162.0,-0.095,1152,1162,284144,284198,386,35,54,44712,90,132,1687,0,1,200,0.6224,0.2852,0.1852,0.0059,0.2857,1.0,1.0,2.5866,1.0,1.7324,0.8148,-0.095,0.8299,4
41,2727.3509000000004,1.0,181.82339333333337,15.0,426.16421367988255,181615.93702139257,1271.0,-0.2701,1259,1271,1918092,1918128,324,30,36,30269,65,124,1353,0,1,70,0.1212,0.25,0.3333,0.0089,0.4,1.0,1.0,2.5106,1.0792,1.5563,0.6667,-0.2701,0.7037,4
42,3300.0904000000005,1.0,220.0060266666667,15.0,523.1301465537009,273665.1502332966,1557.0,-0.2252,1545,1557,19815,19841,234,20,26,23207,66,124,1627,0,1,40,0.086,0.25,0.4615,0.0074,0.6,1.0,1.0,2.3692,1.0792,1.415,0.5385,-0.2252,0.5162,4
43,3382.5145,1.0,225.50096666666667,15.0,534.3502325251528,285530.1709996849,1590.0,-0.2037,1580,1590,3884411,3884461,340,30,50,34655,88,116,1627,0,1,40,0.0455,0.32,0.2,0.0061,0.3333,1.0,1.0,2.5315,1.0,1.699,0.8,-0.2037,0.7889,4
44,1143.8156,0.9031,76.25437333333333,15.0,153.12128664908076,23446.128425069954,458.0,-0.1403,450,458,1009978,1009999,98,16,21,10784,96,132,1690,1,0,60,0.5325,0.4167,0.381,0.0047,0.5,1.0,1.0,1.9912,0.9031,1.3222,0.6191,-0.1403,0.2901,4
45,3444.1239000000005,0.9542,229.60826000000003,15.0,549.9322920241082,302425.525810889,1634.0,-0.3333,1625,1634,1702442,1702491,267,43,49,22785,67,110,1690,1,0,60,0.0663,0.3946,0.1837,0.0053,0.2093,1.0,1.0,2.4265,0.9542,1.6902,0.8163,-0.3333,0.7161,4
46,3204.8693,0.8451,213.65795333333332,15.0,505.1053567909489,255131.4214589118,1502.0,-0.2206,1495,1502,3509718,3509731,56,12,13,5587,85,116,1686,1,0,60,0.2183,0.3846,0.5385,0.0041,0.5833,1.0,1.0,1.7482,0.8451,1.1139,0.4615,-0.2206,0.1965,4
47,2144.5968,0.8537,142.97312,15.0,322.91439393283827,104273.70580901226,964.0,-0.1745,958,964,3550754,3550771,71,11,17,7502,91,124,1682,1,0,60,0.8537,0.3039,0.3529,0.0036,0.5454,1.0,1.0,1.8513,0.7782,1.2305,0.6471,-0.1745,0.2083,4
48,3258.4221000000007,1.0,217.22814000000005,15.0,520.4022332697646,270818.48439215845,1548.0,-0.3468,1536,1548,43036,43048,90,14,12,7525,67,100,1688,1,0,60,0.1659,0.375,1.0,0.0071,0.8571,1.0,0.5,1.9542,1.0792,1.0792,0.0,-0.3468,0.2583,4
49,1794.6655999999998,0.9231,119.64437333333332,15.0,263.02158500637034,69180.35417926329,787.0,-0.1301,780,787,1686880,1686891,55,9,11,6124,95,125,1690,1,0,60,0.9231,0.2857,0.6364,0.0041,0.7778,1.0,1.0,1.7404,0.8451,1.0414,0.3636,-0.1301,0.1822,4
50,2526.5864999999994,0.8451,168.43909999999997,15.0,384.4532752446345,147804.32084632668,1147.0,-0.1154,1140,1147,2379116,2379129,58,9,13,6567,100,132,1690,1,0,60,0.6426,0.3626,0.5385,0.0041,0.7778,1.0,1.0,1.7634,0.8451,1.1139,0.4615,-0.1154,0.1965,4
51,205.66580000000002,1.0,13.711053333333334,15.0,28.777223998244786,828.1286210451557,109.0,-0.3611,13,24,2512899,2512965,567,47,66,46365,51,109,1690,1,0,60,0.0154,0.21899999999999997,0.1667,0.0065,0.23399999999999999,1.0,1.0,2.7536,1.0414,1.8195,0.8333,-0.3611,0.9440000000000001,4
52,219.46349999999998,0.9542,14.630899999999999,15.0,30.967931164545046,959.0127606120002,109.0,-0.2987,11,20,2845229,2845256,182,20,27,16337,72,109,1688,1,0,60,0.013000000000000001,0.251,0.3333,0.0053,0.45,1.0,1.0,2.2601,0.9542,1.4314,0.6667,-0.2987,0.4025,4
53,3372.5794,1.0,224.83862666666667,15.0,537.88912844107,289324.71449509397,1599.0,-0.3061,1589,1599,3826564,3826588,154,20,24,13678,69,108,1650,1,0,69,0.0618,0.3583,0.4167,0.0061,0.5,1.0,1.0,2.1875,1.0,1.3802,0.5833,-0.3061,0.3977,4
54,1767.8833000000002,0.9542,117.85888666666668,15.0,258.27656652592873,66706.78481642249,774.0,-0.1469,765,774,4157586,4157620,188,20,34,20528,95,125,1648,1,0,69,0.9284,0.3856,0.2647,0.0055,0.45,1.0,1.0,2.2742,0.9542,1.5315,0.7353,-0.1469,0.5063,4
55,2767.0834000000004,0.9542,184.4722266666667,15.0,428.3093053823532,183448.86107711392,1277.0,-0.1667,1268,1277,5437033,5437060,146,20,27,15572,88,126,1646,1,0,69,0.4484,0.3992,0.3333,0.0055,0.45,1.0,1.0,2.1644,0.9542,1.4314,0.6667,-0.1667,0.4025,4
56,954.2986999999999,0.8571,63.61991333333333,15.0,117.33166130074676,13766.718743593154,346.0,-0.5385,333,346,5683008,5683014,51,14,7,6902,120,149,1650,1,0,69,0.4036,0.3462,0.4615,0.0079,0.9286,0.8571,0.0,1.7076,1.1139,0.7782,-0.5385,0.0573,0.1832,4
57,2798.5999,1.0,186.57332666666667,15.0,435.3560191650683,189534.86342325533,1299.0,-0.2106,1287,1299,1005865,1005895,184,25,30,18593,85,119,1650,1,0,100,0.4254,0.4889,0.4,0.0073,0.48,1.0,1.0,2.2648,1.0792,1.4771,0.6,-0.2106,0.5951,4
58,2417.6951,0.9031,161.17967333333334,15.0,367.1098718372098,134769.65800033262,1096.0,-0.1353,1088,1096,1094617,1094629,67,10,12,7416,94,132,1710,1,0,100,0.7181,0.3021,0.6667,0.0047,0.8,1.0,1.0,1.8261,0.9031,1.0792,0.3333,-0.1353,0.2018,4
59,2744.8465,0.7782,182.98976666666667,15.0,423.30481327643906,179186.96494300093,1261.0,-0.1439,1255,1261,718602,718617,64,10,15,7013,99,123,1360,1,0,100,0.1456,0.2889,0.4,0.0044,0.6,1.0,1.0,1.8062,0.7782,1.1761,0.6,-0.1439,0.1954,4
60,1620.3804000000002,0.95,108.02536000000002,15.0,238.53618030813075,56899.50931599306,714.0,-0.2572,707,714,807870,807880,53,10,10,5039,81,111,1360,1,0,100,0.95,0.2429,0.7,0.0052,0.7,1.0,1.0,1.7243,0.8451,1.0,0.3,-0.2572,0.1753,4
61,2617.9094000000005,0.8451,174.52729333333338,15.0,400.03162380469286,160025.30004381933,1193.0,-0.1064,1186,1193,238656,238667,60,10,11,6863,100,132,1362,1,0,120,0.2482,0.2208,0.6364,0.0051,0.7,1.0,1.0,1.7781,0.8451,1.0414,0.3636,-0.1064,0.1822,4
62,1478.7046999999998,0.9542,98.58031333333332,15.0,211.7026918199258,44818.02972380248,635.0,-0.1712,626,635,2071945,2071956,76,14,11,8063,84,126,1362,1,0,120,0.9192,0.2323,0.8182,0.0066,0.6429,1.0,1.0,1.8808,0.9542,1.0414,0.1818,-0.1712,0.2051,4
63,3224.8588000000004,0.8451,214.9905866666667,15.0,507.7594688832746,257819.67824062513,1510.0,-0.2158,1503,1510,893849,893861,66,9,12,6625,87,118,1632,1,0,100,0.1495,0.2143,0.5833,0.0043,0.7778,1.0,1.0,1.8195,0.8451,1.0792,0.4167,-0.2158,0.1892,4
64,2546.7916,1.0,169.78610666666665,15.0,388.89190855724667,151236.91654129792,1161.0,-0.1243,1152,1161,969900,969911,70,9,11,7846,99,127,1632,1,0,100,0.5772,0.2929,0.8182,0.0055,1.0,1.0,1.0,1.8451,0.9542,1.0414,0.1818,-0.1243,0.2051,4
65,3278.5379000000003,0.9542,218.56919333333335,15.0,518.4034450997415,268742.13189128065,1542.0,-0.2186,1533,1542,1031539,1031599,382,43,60,38206,77,118,1632,1,0,100,0.1103,0.2926,0.15,0.0055,0.2093,1.0,1.0,2.5821,0.9542,1.7781,0.85,-0.2186,0.8299,4
66,1792.2096999999997,0.9669,119.48064666666664,15.0,265.9507917922659,70729.82365493315,796.0,-0.2098,788,796,1060712,1060732,110,13,20,11126,84,116,1630,1,0,100,0.9669,0.3125,0.4,0.0049,0.6154,1.0,1.0,2.0414,0.9031,1.301,0.6,-0.2098,0.2792,4
67,291.7427,0.7782,19.449513333333336,15.0,36.11994906723737,1304.650720619822,116.0,-0.1775,34,40,914648,914661,51,8,13,5369,95,116,1654,1,0,100,0.0411,0.3462,0.4615,0.0036,0.75,1.0,1.0,1.7076,0.7782,1.1139,0.5385,-0.1775,0.1832,4
68,3389.7407000000003,0.9031,225.98271333333335,15.0,542.8019728584411,294633.98173901584,1612.0,-0.3512,1604,1612,1194800,1194814,63,15,14,5232,73,94,1656,1,0,100,0.0531,0.4375,0.5714,0.0048,0.5333,1.0,1.0,1.7993,0.9031,1.1461,0.4286,-0.3512,0.2195,4
69,3406.3696999999997,0.9031,227.09131333333332,15.0,544.7761781590232,296781.08428955177,1618.0,-0.3479,1610,1618,1944129,1944138,56,12,9,4674,71,101,1656,1,0,100,0.0459,0.2222,0.8889,0.0048,0.6667,1.0,1.0,1.7482,0.9031,0.9542,0.1111,-0.3479,0.1773,4
70,3429.2461999999996,1.0,228.6164133333333,15.0,547.5417076855227,299801.9216551785,1628.0,-0.315,1617,1628,2095494,2095507,89,14,13,7804,77,100,1658,1,0,100,0.0362,0.3776,0.8461,0.0066,0.7857,1.0,1.0,1.9494,1.0414,1.1139,0.1539,-0.315,0.257,4
71,3391.5896000000002,0.9542,226.10597333333334,15.0,537.3821467223717,288779.57161594456,1598.0,-0.2428,1589,1598,2493647,2493675,190,21,28,18416,81,116,1648,1,0,100,0.0607,0.24600000000000002,0.3214,0.0055,0.4286,1.0,1.0,2.2787,0.9542,1.4472,0.6786,-0.2428,0.41700000000000004,4
72,1197.8409999999997,0.9031,79.85606666666665,15.0,163.45025144289284,26715.98469674489,490.0,-0.16,482,490,11430396,11430416,81,15,20,8709,99,119,1656,1,0,100,0.5821,0.4938,0.4,0.0048,0.5333,1.0,1.0,1.9085,0.9031,1.301,0.6,-0.16,0.2792,4
73,2298.1230000000005,0.7782,153.20820000000003,15.0,360.53180636843496,129983.18340328666,1073.0,-0.4276,1067,1073,237702,237720,63,17,18,4616,58,93,1694,1,0,211,0.7332,0.4167,0.3333,0.0035,0.3529,1.0,1.0,1.7993,0.7782,1.2553,0.6667,-0.4276,0.215,4
74,1415.5585999999998,0.9031,94.37057333333333,15.0,210.55787734356386,44334.61971142728,631.0,-0.40299999999999997,623,631,309514,309526,60,9,12,4585,62,92,1694,1,0,211,0.7355,0.375,0.6667,0.0047,0.8889,1.0,1.0,1.7781,0.9031,1.0792,0.3333,-0.40299999999999997,0.2018,4
75,1101.4394,0.8571,73.42929333333333,15.0,151.2414257385256,22873.968859421955,453.0,-0.213,446,453,200561,200567,30,8,6,3022,80,116,1692,1,0,143,0.5272,0.2857,0.8571,0.0041,0.875,1.0,0.0,1.4771,0.8451,0.7782,-0.1429,-0.213,0.1499,4
76,1000.1946000000002,0.9542,66.67964,15.0,129.08604699625647,16663.207529119732,384.0,-0.1016,375,384,519677,519708,209,24,31,24034,90,143,1692,1,0,143,0.4433,0.2509,0.2903,0.0053,0.375,1.0,1.0,2.3201,0.9542,1.4914,0.7097,-0.1016,0.4613,4
77,508.6709,0.9542,33.911393333333336,15.0,55.63139449385831,3094.8520533312885,141.0,-0.0658,125,134,1334420,1334443,156,20,23,18654,101,141,1352,1,0,80,0.1849,0.2464,0.3913,0.0067,0.45,1.0,1.0,2.1931,0.9542,1.3617,0.6087,-0.0658,0.3464,4
78,478.6339,1.0,31.908926666666666,15.0,53.80306746330196,2894.770068460622,140.0,-0.1132,124,140,2377039,2377320,2643,165,285,300024,64,140,1400,0,1,40,0.1771,0.4121,0.0569,0.0114,0.09699999999999999,0.986,1.0,3.4221,1.2041,2.4487,0.9431,-0.1132,1.0,4
79,2819.3045999999995,1.0,187.95363999999998,15.0,449.14952395470976,201735.29486874238,1339.0,-0.166,1321,1339,513812,514011,2145,134,201,228995,16,133,1380,0,1,40,0.0594,0.4012,0.0904,0.013000000000000001,0.1343,0.9901,1.0,3.3314,1.2553,2.2989,0.9096,-0.166,1.0,4
80,1844.2950999999998,1.0,122.95300666666665,15.0,279.2230027697849,77965.4852757753,843.0,-0.2246,817,843,66196,66362,1421,142,185,141034,47,126,1666,0,1,40,0.9808,0.6708,0.1566,0.0156,0.1831,0.8973,1.0,3.1526,1.415,2.2201,0.8434,-0.2246,1.0,4
81,1855.0896999999998,0.97,123.67264666666665,15.0,272.59132874714817,74306.03250813582,816.0,-0.133,808,816,161967,161984,103,13,17,11430,97,126,1666,0,1,40,0.97,0.2427,0.4706,0.0048,0.6154,1.0,1.0,2.0128,0.9031,1.2305,0.5294,-0.133,0.2482,4
82,2868.1020000000003,0.875,191.20680000000002,15.0,448.33038097852943,201000.13050835335,1335.0,-0.21600000000000003,1327,1335,126951,126958,40,11,7,4014,89,111,1364,0,1,60,0.0425,0.2857,0.875,0.0059,0.7273,1.0,0.0,1.6021,0.9031,0.8451,-0.125,-0.21600000000000003,0.1622,4
83,332.64730000000003,1.0,22.17648666666667,15.0,41.70962614634447,1739.6929132678224,141.0,-0.2153,64,95,417618,418215,10914,481,604,1096282,21,141,1362,0,1,60,0.094,0.4103,0.0519,0.0228,0.0645,0.9884,1.0,4.038,1.4914,2.7760000000000002,0.9481,-0.2153,1.0,4
84,285.41679999999997,1.0,19.027786666666664,15.0,31.646703959704173,1001.5138715131558,97.0,-0.3683,57,69,33796,33812,135,18,16,10915,55,97,1360,0,1,200,0.0838,0.2969,0.75,0.0088,0.6667,1.0,1.0,2.1303,1.0792,1.2041,0.25,-0.3683,0.3241,4
85,2092.8325,0.9412,139.52216666666666,15.0,310.86861463733663,96639.29556653691,930.0,-0.0972,921,930,638468,638484,114,14,17,13173,94,140,1392,0,1,220,0.6638,0.2083,0.5625,0.0065,0.6429,0.9412,1.0,2.0569,0.9542,1.2041,0.4375,-0.0972,0.2583,4
86,1908.9847000000002,0.8451,127.26564666666668,15.0,279.7796287395823,78276.64065765848,837.0,-0.0786,830,837,837868,837888,82,13,20,9671,106,128,1392,0,1,220,0.7974,0.4143,0.35,0.005,0.5385,1.0,1.0,1.9138,0.8451,1.301,0.65,-0.0786,0.2532,4
87,2627.6144,1.0,175.17429333333334,15.0,406.25971783192324,165046.9583328739,1213.0,-0.1765,1201,1213,3496093,3496125,275,19,32,28986,78,127,1362,0,1,40,0.2188,0.2839,0.375,0.0088,0.6316,1.0,1.0,2.4393,1.0792,1.5051,0.625,-0.1765,0.633,4
